Income,Recency,MntWines,NumWebPurchases,MntMeatProducts,Kidhome,Teenhome,Age
38725.0,52,31,1,6,1,1,70
58582.0,15,402,9,106,0,1,43
37760.0,20,84,4,38,0,0,79
54348.0,51,70,2,16,1,1,72
26887.0,27,6,1,4,0,1,66
46149.0,36,254,5,71,0,1,50
7500.0,7,2,3,11,1,0,46
74116.0,53,871,4,704,0,0,43
46779.0,55,12,0,3,1,1,65
102692.0,5,168,6,444,0,0,51
24882.0,52,1,1,10,1,0,47
49678.0,81,229,6,56,0,1,64
42021.0,34,393,10,136,1,0,44
78468.0,29,434,10,388,0,0,65
55914.0,32,384,11,364,0,1,50
42429.0,99,55,1,6,0,1,52
51650.0,81,152,4,22,0,1,49
58821.0,44,513,9,154,0,1,69
55563.0,22,29,2,9,0,1,47
35791.0,94,27,1,5,2,1,60
63841.0,64,635,9,100,0,1,57
69805.0,50,750,6,174,0,1,73
44953.0,31,728,7,133,0,0,44
57107.0,44,159,4,120,0,1,57
65814.0,90,561,8,113,0,1,59
26095.0,77,11,1,9,1,0,35
39996.0,85,11,1,3,1,1,51
67023.0,93,444,3,382,0,0,47
41644.0,67,20,1,4,1,1,53
60199.0,49,8,0,7,1,2,47
66000.0,36,244,1,270,0,0,78
63841.0,64,635,9,100,0,1,57
41850.0,51,53,3,19,1,1,45
23331.0,97,104,5,101,1,0,37
59925.0,83,473,9,176,0,1,70
57642.0,24,580,7,58,0,1,55
85620.0,68,416,3,925,0,0,61
59235.0,4,448,11,469,1,0,58
73059.0,36,410,9,420,0,1,78
30261.0,75,8,0,5,1,2,53
72159.0,62,322,4,899,0,0,47
20180.0,27,18,2,24,0,0,49
61416.0,25,848,10,323,0,0,43
49667.0,35,1181,5,120,0,0,70
54237.0,48,267,5,30,0,1,68
38946.0,84,116,3,82,0,1,70
65640.0,74,204,5,149,0,1,51
52854.0,43,105,2,10,1,1,66
60161.0,17,584,11,212,0,1,60
91712.0,47,1276,9,746,0,0,78
42011.0,46,131,3,16,1,0,47
53359.0,4,173,5,30,1,1,49
43018.0,46,35,2,17,0,1,51
75774.0,27,340,7,134,1,0,44
51529.0,14,400,9,35,0,1,76
38054.0,24,23,2,17,1,1,75
44964.0,35,19,1,17,1,1,45
34320.0,66,4,1,9,1,0,39
23718.0,76,6,3,14,1,0,49
24336.0,82,1,1,2,1,0,44
63564.0,0,769,10,252,0,0,71
33168.0,0,80,2,37,0,1,60
63841.0,64,635,9,100,0,1,57
49269.0,92,639,7,166,1,0,54
60491.0,81,637,6,237,0,1,54
46106.0,84,30,1,8,1,1,49
75777.0,12,712,3,538,0,0,43
160803.0,21,55,0,1622,0,0,43
42557.0,98,192,6,53,0,1,51
73691.0,58,707,6,250,0,1,54
27889.0,42,14,1,4,1,0,48
68682.0,56,919,4,505,0,0,34
79410.0,19,658,3,483,0,0,64
57537.0,83,191,4,139,1,0,46
30368.0,97,35,2,13,0,1,48
28087.0,77,53,2,17,1,1,67
25410.0,48,2,1,4,1,0,52
67225.0,4,315,7,322,0,1,70
157733.0,37,39,1,9,1,0,54
78499.0,12,912,11,170,0,0,68
61872.0,81,330,4,159,0,1,55
44512.0,57,23,1,6,1,1,65
30523.0,0,5,1,3,2,1,67
9722.0,7,6,3,16,1,0,52
59754.0,96,115,5,44,0,1,60
70321.0,6,303,6,751,0,0,78
44393.0,86,24,1,20,1,1,60
22063.0,43,7,2,13,1,0,53
71107.0,61,533,7,217,0,1,74
26067.0,49,22,3,18,1,0,51
39922.0,30,29,3,59,1,0,42
34230.0,72,15,1,4,1,1,60
35641.0,11,63,3,67,1,0,53
30298.0,48,6,1,12,0,0,40
46344.0,28,233,7,57,0,1,53
78497.0,44,207,5,447,0,0,74
27733.0,16,0,2,5,1,0,44
61250.0,49,382,5,65,0,1,66
49669.0,97,166,5,107,1,0,51
69969.0,64,882,4,514,0,0,60
48432.0,3,322,7,50,0,1,52
23830.0,3,1,1,6,0,0,38
65846.0,68,562,6,276,0,0,80
51876.0,88,99,2,102,0,0,67
78427.0,36,972,3,595,0,0,77
39791.0,89,85,3,27,0,1,54
57136.0,18,267,7,599,0,0,58
79800.0,65,1060,5,530,0,0,70
70971.0,28,1001,11,572,0,1,65
72570.0,67,274,4,216,0,0,41
42033.0,95,11,1,4,1,1,54
33419.0,76,56,2,12,0,1,63
82582.0,54,510,4,550,0,0,48
65747.0,96,346,8,48,0,1,56
30507.0,29,65,5,74,0,0,65
54197.0,16,162,1,37,0,1,65
48721.0,50,81,4,113,1,1,62
53233.0,18,28,1,9,0,1,68
22554.0,38,27,2,10,1,1,70
52034.0,67,146,4,93,1,1,52
62972.0,39,313,7,47,0,1,70
30351.0,19,14,3,24,1,0,51
38196.0,20,30,2,11,1,1,54
33590.0,65,4,1,2,2,1,51
62845.0,3,1099,3,45,1,1,76
36230.0,17,14,2,30,1,0,54
20193.0,18,8,1,22,0,0,34
26490.0,92,45,3,52,0,0,67
45503.0,54,97,3,44,1,0,50
64090.0,8,316,6,161,0,1,69
22390.0,49,0,1,4,0,0,56
24762.0,16,6,3,12,1,0,53
48432.0,3,322,7,50,0,1,52
60905.0,27,208,3,76,0,1,75
44325.0,69,516,8,21,0,1,53
36975.0,50,10,1,11,1,0,47
36075.0,54,46,2,30,1,0,42
44159.0,85,167,4,62,1,0,55
46681.0,52,269,4,69,0,2,77
42523.0,96,14,1,11,0,0,61
85738.0,41,913,3,376,0,0,47
59385.0,85,135,3,10,1,1,74
63381.0,78,571,4,142,0,1,65
25818.0,51,5,0,8,1,0,54
56551.0,48,67,2,32,1,1,75
14045.0,24,11,1,5,1,0,56
68148.0,86,389,4,408,0,0,68
75342.0,38,204,5,97,0,1,67
23957.0,47,2,2,18,1,0,50
23331.0,92,5,3,7,1,0,37
57113.0,45,182,4,33,1,1,47
67267.0,0,134,3,59,0,1,67
8820.0,52,12,3,13,1,1,73
46734.0,86,100,3,39,1,2,59
34074.0,69,135,3,41,1,1,73
32303.0,63,35,1,2,0,1,55
54450.0,0,454,9,171,1,1,69
30801.0,23,8,1,5,0,1,50
61917.0,83,46,2,36,1,1,51
80067.0,82,519,4,813,0,0,71
16626.0,76,8,3,22,2,0,54
74985.0,8,587,3,898,0,0,48
31395.0,80,23,2,25,1,1,69
19510.0,63,9,1,7,2,0,40
63693.0,63,587,11,337,0,1,47
71391.0,50,336,6,274,0,1,69
39922.0,30,29,3,59,1,0,42
82427.0,35,482,3,509,0,0,59
62335.0,87,243,3,217,0,1,73
52117.0,55,112,5,107,0,1,60
52914.0,32,254,7,44,0,1,54
83145.0,14,777,5,731,0,0,51
34916.0,89,51,5,82,2,0,57
77981.0,78,138,7,204,1,0,53
46374.0,1,408,7,21,0,1,51
75794.0,33,754,7,625,0,0,38
76140.0,57,586,5,653,0,0,77
46344.0,38,11,1,6,1,1,71
45938.0,46,273,8,178,0,0,64
50002.0,21,443,8,71,0,1,71
22804.0,75,14,2,7,1,0,54
20587.0,39,2,1,6,1,0,55
87188.0,73,910,10,724,0,0,42
64260.0,1,539,4,816,0,0,64
36778.0,63,29,3,34,1,1,57
91172.0,94,162,4,818,0,0,35
42731.0,64,159,4,51,1,0,56
32644.0,38,239,7,141,1,0,52
25965.0,29,2,2,11,0,0,45
38946.0,84,116,3,82,0,1,70
74190.0,49,151,4,86,0,1,50
66503.0,30,91,4,128,1,0,40
78710.0,42,721,7,152,0,1,48
70844.0,16,129,6,67,1,1,58
57072.0,79,944,7,60,0,1,64
35178.0,10,23,1,13,1,0,54
37633.0,49,13,1,20,1,1,68
28249.0,80,1,2,7,0,0,64
15716.0,8,16,3,30,1,0,37
50200.0,70,266,7,51,1,1,49
60544.0,92,201,5,43,1,1,64
57045.0,40,296,4,104,0,1,75
32952.0,36,38,2,12,1,0,48
38680.0,97,11,2,36,1,0,41
19740.0,65,7,1,3,0,1,65
43602.0,45,19,3,12,1,1,59
69109.0,10,823,6,459,0,0,43
76234.0,21,519,8,167,0,1,53
57731.0,0,266,8,300,0,1,56
24594.0,94,1,1,6,1,0,46
28764.0,16,8,1,3,1,1,59
45183.0,33,219,4,60,0,0,63
36108.0,68,141,7,129,1,0,41
32583.0,10,5,1,3,1,1,64
90273.0,32,704,5,853,0,0,34
15056.0,76,6,2,3,1,1,67
67605.0,84,336,2,282,0,0,38
25315.0,46,1,3,8,1,0,48
49544.0,0,308,5,73,1,0,49
39763.0,9,80,5,60,1,0,54
77598.0,53,1193,7,281,0,0,82
30096.0,30,5,2,11,1,0,42
34961.0,77,45,3,26,1,0,52
62466.0,13,129,6,259,0,1,55
38683.0,80,46,4,69,1,0,36
75484.0,50,378,7,259,0,1,49
30396.0,22,15,1,6,1,0,56
37126.0,9,45,1,9,1,0,54
29604.0,88,7,1,13,1,0,37
74293.0,66,375,5,335,0,0,32
70123.0,27,1308,5,396,0,0,42
15345.0,51,5,1,16,1,0,41
32146.0,16,26,2,23,1,0,42
32173.0,0,18,1,2,0,1,67
70379.0,84,553,6,142,0,1,49
70647.0,65,561,4,171,0,1,58
82800.0,23,1006,7,115,0,0,79
49160.0,29,122,3,43,0,1,76
29732.0,23,25,2,8,1,0,54
48192.0,76,1039,2,204,0,0,67
44989.0,26,98,5,106,0,1,51
24279.0,6,16,4,21,0,0,35
72258.0,28,522,6,522,0,1,54
70886.0,65,407,5,239,1,0,54
69142.0,50,448,8,34,0,1,73
30828.0,16,16,1,15,1,0,45
62535.0,13,163,3,90,0,1,70
66426.0,14,1043,3,97,0,1,64
91065.0,33,822,7,108,0,0,44
41437.0,5,29,1,2,1,1,68
62499.0,0,140,3,61,1,0,46
37697.0,82,34,2,21,1,0,49
59594.0,74,457,8,29,0,1,60
65492.0,73,247,4,295,0,0,66
23272.0,29,19,1,6,0,0,72
7500.0,61,5,1,3,0,1,46
37971.0,97,5,1,10,1,0,52
70666.0,29,398,7,367,0,0,77
70038.0,54,587,4,348,0,0,43
48070.0,33,373,8,83,0,1,75
76005.0,72,983,3,389,0,0,70
30822.0,92,3,1,13,1,0,56
31626.0,12,39,2,9,1,0,47
82017.0,58,184,5,446,0,0,68
87171.0,27,1001,6,107,0,0,44
86424.0,12,387,6,569,0,0,69
30675.0,14,10,1,16,1,0,53
70924.0,41,635,6,254,0,0,60
66303.0,56,1090,3,96,0,1,54
38988.0,90,164,5,103,1,2,53
65968.0,12,376,5,83,0,1,55
34824.0,65,4,1,11,0,0,30
25509.0,15,40,3,30,1,0,51
75922.0,60,265,4,553,0,0,57
70356.0,20,1349,10,249,0,0,80
60482.0,81,255,7,134,0,1,49
71022.0,30,909,5,278,0,1,47
53253.0,61,216,4,57,1,1,50
63998.0,42,176,7,818,0,0,73
28440.0,87,38,2,24,1,0,51
35860.0,37,15,1,8,1,1,52
76842.0,37,605,1,345,0,0,75
68657.0,4,482,3,471,0,0,79
41452.0,86,13,1,3,1,1,72
41020.0,68,112,3,54,0,0,38
53761.0,7,158,4,76,1,1,53
29435.0,11,70,3,37,1,1,59
52203.0,36,488,8,238,0,0,75
83273.0,98,433,4,650,1,2,55
64961.0,97,382,6,276,0,1,67
,82,23,3,15,1,0,44
30081.0,27,36,1,2,0,1,64
57811.0,49,545,7,114,0,1,59
31761.0,96,19,3,20,1,0,41
105471.0,36,1009,9,104,0,0,55
74004.0,5,784,4,560,0,0,38
19656.0,94,25,2,9,1,0,55
59292.0,71,378,3,68,0,1,75
71499.0,12,465,8,132,0,1,54
45759.0,13,42,2,18,1,1,61
7144.0,92,81,23,33,0,2,59
83715.0,2,318,2,407,0,0,63
65308.0,60,713,7,264,0,0,52
79456.0,12,565,5,548,0,0,69
20518.0,58,4,1,6,1,0,37
71163.0,30,283,3,372,0,0,30
2447.0,42,1,0,1725,1,0,46
66664.0,78,398,5,447,0,0,43
26954.0,17,4,1,11,1,0,54
16927.0,50,20,3,23,1,1,49
42160.0,26,48,2,45,1,1,50
51766.0,74,60,4,87,1,0,45
62058.0,52,301,6,74,0,1,69
42231.0,99,24,1,8,1,1,56
62998.0,10,120,5,73,0,1,73
58692.0,21,301,8,61,0,1,60
19414.0,32,2,1,12,1,0,44
24072.0,79,9,1,6,1,0,42
28691.0,56,5,1,13,1,0,36
75261.0,17,1239,5,413,0,0,70
41967.0,66,23,1,10,1,1,44
44078.0,17,24,2,10,1,1,56
61825.0,56,162,4,100,0,1,46
67381.0,67,815,2,53,0,1,74
48918.0,21,52,1,9,1,1,62
23228.0,71,13,2,18,1,0,56
